id	adj.P.Val.SCoV.over.Mock	geneSymbol	logFC.SCoV.over.Mock	P.Value.SCoV.over.Mock	species
NP_001290059.1	0.000281314	GAS2L3	-4.758274733	6.29E-06	HOMO SAPIENS
NP_001309080.1	0.028522686	TCF12	1.039441045	0.009791331	HOMO SAPIENS
NP_001230159.1	0.000652625	TCF4	-4.485480354	3.00E-05	HOMO SAPIENS
NP_060809.3	0.000152156	RFK	8.931601956	1.44E-06	HOMO SAPIENS
NP_001336342.1	0.000515334	KLHL24	8.199445669	1.98E-05	HOMO SAPIENS
NP_061901.2	0.990183457	ZDHHC13	-0.004508345	0.987110598	HOMO SAPIENS
NP_001346555.1	0.768689772	ZDHHC17	0.235913619	0.695300807	HOMO SAPIENS
NP_001276904.1	0.882590565	BAZ2B	0.075093187	0.84005608	HOMO SAPIENS
NP_078804.2	0.996510582	NKAP	-0.002643653	0.995328158	HOMO SAPIENS
NP_056273.2	0.003852549	MTMR9	2.595923762	0.000533363	HOMO SAPIENS
NP_001295026.1	0.00067987	G2E3	-7.403693229	3.29E-05	HOMO SAPIENS
NP_722517.3	0.657522409	CACUL1	-0.19132215	0.568940529	HOMO SAPIENS
NP_001290171.1	0.020788919	PRUNE1	1.166487645	0.006374836	HOMO SAPIENS
NP_695003.1	0.001170388	SNX33	2.371412145	8.28E-05	HOMO SAPIENS
NP_006784.1	0.013788686	PRDX3	1.308802454	0.003520168	HOMO SAPIENS
NP_073607.2	0.470780331	GINS3	-0.37095662	0.373968713	HOMO SAPIENS
NP_067643.3	0.010250439	PDLIM2	3.778428561	0.002299706	HOMO SAPIENS
NP_076956.1	0.15341162	GGCT	-0.461607184	0.091058394	HOMO SAPIENS
NP_110416.1	0.049493145	HM13	-0.997143333	0.020613109	HOMO SAPIENS
NP_848696.1	0.299285989	HM13	1.355342526	0.213373755	HOMO SAPIENS
NP_848697.1	0.313467107	HM13	-1.062332408	0.226440505	HOMO SAPIENS
NP_078959.3	0.284260699	TEFM	-0.715398833	0.199288648	HOMO SAPIENS
NP_004588.1	0.600809661	SNRPD2	-0.205476745	0.507200489	HOMO SAPIENS
NP_612430.2	0.150111686	SAAL1	-0.571825275	0.088565347	HOMO SAPIENS
NP_057044.2	0.859994667	CUTC	0.064124673	0.808187759	HOMO SAPIENS
NP_001008391.1	0.010710196	CGGBP1	1.90332051	0.002445866	HOMO SAPIENS
NP_001244900.1	0.004002144	CTSL	3.023808063	0.000567379	HOMO SAPIENS
NP_001136093.1	0.614072685	TGFBRAP1	0.236325166	0.521760006	HOMO SAPIENS
NP_057118.1	0.010119009	MRPS2	-3.312570168	0.002256365	HOMO SAPIENS
NP_037511.2	0.755412481	DPP7	0.186925326	0.680188401	HOMO SAPIENS
NP_150628.3	0.002691941	KNSTRN	-2.887976754	0.000308236	HOMO SAPIENS
NP_079089.2	0.382899528	RPAP2	0.361218734	0.290599632	HOMO SAPIENS
NP_031384.1	0.117612639	MTF2	0.603029595	0.064549544	HOMO SAPIENS
NP_002832.3	0.021650159	PTPRG	1.395981305	0.006745371	HOMO SAPIENS
NP_001018238.1	0.098408075	HAX1	-1.059255224	0.050856747	HOMO SAPIENS
NP_001341706.1	0.030727224	CASP3	1.206803549	0.010867834	HOMO SAPIENS
NP_060531.2	0.081808399	PRPF38B	-1.378032686	0.039829146	HOMO SAPIENS
NP_000371.1	0.645423078	XPA	0.267993512	0.556291541	HOMO SAPIENS
NP_001601.1	0.063781568	ACP2	0.944828834	0.028799509	HOMO SAPIENS
NP_001116314.1	0.498548606	NCOA7	-0.218718174	0.402397346	HOMO SAPIENS
NP_001305645.1	0.015124671	KBTBD4	1.437593748	0.004022754	HOMO SAPIENS
NP_057104.2	0.035519868	TFB1M	-1.521733156	0.013208905	HOMO SAPIENS
NP_000975.2	0.173893418	RPL23A	-1.114222003	0.106866044	HOMO SAPIENS
NP_001018066.1	0.00010006	VLDLR	11.1359211	1.13E-07	HOMO SAPIENS
NP_037470.1	0.021475719	ALG5	-1.205390447	0.006664608	HOMO SAPIENS
NP_060389.2	0.657511009	STX17	0.271841775	0.568835319	HOMO SAPIENS
NP_000146.2	0.00083018	GALT	3.956465726	4.80E-05	HOMO SAPIENS
NP_003869.1	0.002130676	GGH	-5.173256028	0.000211201	HOMO SAPIENS
NP_005872.2	0.092656846	BCKDK	0.610292827	0.046979626	HOMO SAPIENS
NP_071330.3	0.007882325	DEF6	-1.371343929	0.00157848	HOMO SAPIENS
NP_001006618.1	0.806632693	MAPKAP1	0.128208022	0.741106671	HOMO SAPIENS
NP_037458.3	0.591688344	RMC1	0.261127556	0.497463429	HOMO SAPIENS
NP_001263271.1	0.148735366	RMC1	4.630327747	0.087413931	HOMO SAPIENS
NP_001307575.1	0.826450179	U2AF1L5	0.126643881	0.765868585	HOMO SAPIENS
NP_001035515.1	0.716411891	U2AF1L4	0.933830656	0.636154474	HOMO SAPIENS
NP_003901.2	0.121232225	BUD31	0.830501888	0.067332794	HOMO SAPIENS
NP_057524.3	0.673800921	VRK3	-0.209953076	0.587023529	HOMO SAPIENS
NP_001287830.1	0.089514082	TCEAL4	-1.673531626	0.044883863	HOMO SAPIENS
NP_006744.2	0.022651786	SURF6	-2.502490534	0.007184644	HOMO SAPIENS
NP_001161212.1	0.010053651	SMYD3	-1.74803212	0.002236286	HOMO SAPIENS
NP_001269379.1	0.008992387	ESRRA	-1.363291819	0.001912401	HOMO SAPIENS
NP_000020.1	0.00208863	AGT	-4.547472252	0.000205284	HOMO SAPIENS
NP_060609.2	0.134473441	DNAAF2	-0.825777169	0.076933144	HOMO SAPIENS
NP_001157753.1	0.000170889	TRAF3IP2	6.125560277	1.89E-06	HOMO SAPIENS
NP_001026847.1	0.847186599	RAB24	-0.119632546	0.792207622	HOMO SAPIENS
NP_006001.4	0.005824136	MANF	-2.495740272	0.001008907	HOMO SAPIENS
NP_071938.1	0.289384115	CIAO3	0.509212681	0.204254049	HOMO SAPIENS
NP_775826.2	0.001159559	TYSND1	2.437142523	8.15E-05	HOMO SAPIENS
NP_004655.1	0.175932125	LIN7A	-0.892838406	0.108472207	HOMO SAPIENS
NP_060832.1	0.592733521	LIN7C	0.20049208	0.49873594	HOMO SAPIENS
NP_006546.1	0.749139151	YKT6	-0.124047125	0.673308983	HOMO SAPIENS
NP_001020276.1	0.044705419	CSNK1A1	-0.977511344	0.018047834	HOMO SAPIENS
NP_001883.4	0.006283327	CSNK1A1	-10.09561889	0.001131531	HOMO SAPIENS
NP_659407.1	0.841372348	CXorf38	0.077179475	0.784313234	HOMO SAPIENS
NP_001310537.1	0.000523018	RBL2	3.693486788	2.08E-05	HOMO SAPIENS
NP_001310479.1	0.616116668	ZC3H12A	0.278851549	0.524059075	HOMO SAPIENS
NP_203748.1	0.04092528	ZC3H12C	8.693159512	0.016063542	HOMO SAPIENS
NP_001153416.1	0.081546088	EVI5L	-1.393221423	0.039633881	HOMO SAPIENS
NP_001403.1	0.01624666	EIF1AX	-1.421928345	0.004482809	HOMO SAPIENS
NP_001298132.1	0.062844035	CLTA	-1.20836811	0.02823278	HOMO SAPIENS
NP_006347.1	0.494754128	ATP5PD	-0.302172578	0.398566989	HOMO SAPIENS
NP_001095272.1	0.004557815	PHF21A	3.019203871	0.000700146	HOMO SAPIENS
NP_054752.3	0.115390827	METTL7A	-0.876638243	0.062961515	HOMO SAPIENS
NP_008950.1	5.53E-05	UBE2C	-9.448309259	2.53E-08	HOMO SAPIENS
NP_002892.1	0.02477552	RCN1	1.323355622	0.008129609	HOMO SAPIENS
NP_001562.1	0.268844071	IRF3	-0.735016102	0.185584859	HOMO SAPIENS
NP_060880.3	0.00010006	HJURP	-8.601015535	1.18E-07	HOMO SAPIENS
NP_004573.2	0.00323008	RABGGTB	-2.522100968	0.000409804	HOMO SAPIENS
NP_055503.1	0.122366417	USP6NL	0.882102934	0.068163768	HOMO SAPIENS
NP_002890.2	0.42237793	RBP1	-0.556616348	0.326382946	HOMO SAPIENS
NP_001307234.1	0.028311786	IMP4	-1.65582201	0.009691056	HOMO SAPIENS
NP_036560.1	0.014250886	NPTN	-1.549196859	0.003684322	HOMO SAPIENS
NP_000440.1	0.213152608	RFX5	0.680976017	0.138658064	HOMO SAPIENS
NP_009165.1	0.001879752	DCTN3	-2.985183326	0.0001732	HOMO SAPIENS
NP_694587.3	0.205401339	KDM1B	0.571661957	0.131759822	HOMO SAPIENS
NP_003815.1	0.213749505	FADD	-0.730322197	0.139104963	HOMO SAPIENS
NP_001007.2	0.034044795	RPS12	-0.813845753	0.012442074	HOMO SAPIENS
NP_689837.2	0.110945239	DCP2	-0.805197648	0.059806734	HOMO SAPIENS
NP_071441.1	0.277478494	FN3K	0.488073992	0.193318122	HOMO SAPIENS
NP_001254485.1	0.30992235	PDCD6	-0.64733138	0.223163328	HOMO SAPIENS
NP_001254500.1	0.020896019	TBC1D2	1.515432943	0.006421627	HOMO SAPIENS
NP_001350745.1	0.297581112	LMF2	-0.601903809	0.211723692	HOMO SAPIENS
NP_000782.1	0.000661996	DHFR	-3.809728083	3.11E-05	HOMO SAPIENS
NP_072045.1	0.000668891	RPS18	-3.776469477	3.18E-05	HOMO SAPIENS
NP_003738.2	0.360568328	TNKS	-0.479940204	0.269373107	HOMO SAPIENS
NP_079511.1	0.618627155	TNKS2	1.410990336	0.526815567	HOMO SAPIENS
NP_700356.2	0.145301239	LRIG3	0.771174627	0.084798843	HOMO SAPIENS
NP_056356.2	0.40169584	LRIG1	-0.407117518	0.307468174	HOMO SAPIENS
NP_001243338.1	0.001844845	LRRC42	4.653198476	0.000167882	HOMO SAPIENS
NP_003668.2	0.09831751	DENR	0.660898396	0.05080097	HOMO SAPIENS
NP_055706.1	0.136952183	PDAP1	0.716259669	0.078701254	HOMO SAPIENS
NP_001265233.1	0.003033537	DIABLO	1.814684577	0.000370747	HOMO SAPIENS
NP_057070.3	0.089312551	CRLF3	0.700097727	0.044756084	HOMO SAPIENS
NP_071393.2	0.251381588	FKBPL	-0.457223096	0.170341084	HOMO SAPIENS
NP_006017.1	0.000722096	H1FX	6.880892108	3.62E-05	HOMO SAPIENS
NP_006582.1	0.053689493	POLD3	-0.913315746	0.022880271	HOMO SAPIENS
NP_001008539.3	0.000204367	SLC7A2	-17.38349702	2.82E-06	HOMO SAPIENS
NP_003036.1	0.021131249	SLC7A1	-3.966341323	0.006507561	HOMO SAPIENS
NP_003609.2	0.004410649	MAP4K3	-2.309001224	0.000663058	HOMO SAPIENS
NP_001257354.1	0.366002293	MAP4K3	-0.657084417	0.274869192	HOMO SAPIENS
NP_940888.3	0.972560073	RPL7L1	0.025399706	0.959688476	HOMO SAPIENS
NP_055020.1	0.425490611	ZNHIT2	-0.380038636	0.329448417	HOMO SAPIENS
NP_004956.5	0.187414954	HMGN1	-0.962512449	0.117485022	HOMO SAPIENS
NP_002403.2	0.003389944	MGMT	2.655813625	0.000442772	HOMO SAPIENS
NP_004699.1	0.013074059	PDCD5	-1.827349165	0.003238656	HOMO SAPIENS
NP_001123618.1	0.000276079	CCDC77	-5.373559447	6.04E-06	HOMO SAPIENS
NP_064541.1	0.013099366	C1GALT1	1.409926065	0.003250929	HOMO SAPIENS
NP_001129522.1	0.025953406	DHRS1	0.842992888	0.008667717	HOMO SAPIENS
NP_001156001.1	0.199654643	FAM135A	-0.54945965	0.127399198	HOMO SAPIENS
NP_000766.2	0.01837595	CYP2J2	-1.919929677	0.0053303	HOMO SAPIENS
NP_036514.1	0.003056881	TTC33	1.718655524	0.000375361	HOMO SAPIENS
NP_005409.3	0.001847944	ST5	-2.571255306	0.000168501	HOMO SAPIENS
NP_001304981.1	0.249643674	DENND2A	-2.127739485	0.168890007	HOMO SAPIENS
NP_067017.2	0.016612966	SLC30A1	1.29183446	0.004633579	HOMO SAPIENS
NP_001171825.1	0.074465902	PHF8	1.166016635	0.035234687	HOMO SAPIENS
NP_055113.2	0.078181792	QPRT	1.126073527	0.03762802	HOMO SAPIENS
NP_001317419.1	0.000362793	CLSPN	-12.25670779	1.09E-05	HOMO SAPIENS
NP_004873.3	0.122581329	CIR1	1.217742972	0.068305861	HOMO SAPIENS
NP_060739.2	0.110311736	ADI1	-0.683410481	0.05932004	HOMO SAPIENS
NP_071936.2	0.551414027	SUDS3	-0.19419106	0.456089258	HOMO SAPIENS
NP_006699.2	0.208898437	GLO1	-0.527203255	0.135109011	HOMO SAPIENS
NP_001333187.1	0.275607833	USP28	0.424599737	0.191511722	HOMO SAPIENS
NP_001350422.1	0.565712215	SLC12A9	-0.322233974	0.470910496	HOMO SAPIENS
NP_001121903.1	0.003314708	SLC39A14	-3.377361005	0.000425684	HOMO SAPIENS
NP_036382.2	0.252544632	RRAS2	1.206928548	0.171336642	HOMO SAPIENS
NP_006261.1	0.00642318	RRAS	4.137067749	0.001168437	HOMO SAPIENS
NP_064524.3	0.561904775	BDH2	-0.487207755	0.467125657	HOMO SAPIENS
NP_001307737.1	0.351285572	LPGAT1	0.471257442	0.260193722	HOMO SAPIENS
NP_036307.2	0.420186503	FBXO3	-0.466320337	0.324421105	HOMO SAPIENS
NP_031370.2	0.981064564	TTF1	0.018865306	0.973721803	HOMO SAPIENS
NP_001230301.1	0.079834005	CLCN3	-1.163709679	0.038590227	HOMO SAPIENS
NP_776297.2	0.5323388	CLCN3	0.791953797	0.436716059	HOMO SAPIENS
NP_001121370.1	0.020047432	CLCN5	-2.589452805	0.006076809	HOMO SAPIENS
NP_001304969.1	0.273828533	ZNF618	0.434095862	0.189900438	HOMO SAPIENS
NP_001034813.2	0.022340927	NOSTRIN	1.131602533	0.007049342	HOMO SAPIENS
NP_006464.1	0.001905021	TAF6L	-2.262165138	0.000177705	HOMO SAPIENS
NP_001007524.1	0.845094543	F8A2	0.13435546	0.789479979	HOMO SAPIENS
NP_443089.3	0.010916686	ZNF830	1.301219726	0.002507968	HOMO SAPIENS
NP_001273135.1	0.105826041	CEP162	-1.08653074	0.056036661	HOMO SAPIENS
NP_031368.1	0.456551455	NUPL2	-0.473990662	0.359910073	HOMO SAPIENS
NP_061910.1	0.974583793	EXOSC4	0.034769029	0.963375545	HOMO SAPIENS
NP_001264125.1	0.77876229	PHF20L1	-0.149039999	0.708392204	HOMO SAPIENS
NP_001092108.1	0.295580148	RNF169	-0.502247366	0.209922338	HOMO SAPIENS
NP_001180394.1	0.208434677	KANSL1	-0.59996794	0.134542719	HOMO SAPIENS
NP_055533.2	0.000738864	CLSTN3	5.003696033	3.84E-05	HOMO SAPIENS
NP_859052.3	0.028208839	QSOX2	-1.575649914	0.009637432	HOMO SAPIENS
NP_001317088.1	0.362927544	DHRS7B	-0.390857766	0.271572129	HOMO SAPIENS
NP_001011551.1	0.003718656	C1GALT1C1	-2.566042074	0.000501998	HOMO SAPIENS
NP_079431.1	0.020192472	PAAF1	-2.045047856	0.006128146	HOMO SAPIENS
NP_073582.3	0.447427902	ATPAF1	-0.403033423	0.350599538	HOMO SAPIENS
NP_001351055.1	0.000140232	CLTB	6.227363094	9.55E-07	HOMO SAPIENS
NP_065101.1	0.156135366	UTP3	-0.628961573	0.093031368	HOMO SAPIENS
NP_055050.1	0.921622381	UBL4A	-0.087924138	0.890245496	HOMO SAPIENS
NP_001184162.1	0.187310659	BTN2A1	-0.667666806	0.117402546	HOMO SAPIENS
NP_006470.1	0.002268142	RAD51AP1	-5.228238077	0.000233522	HOMO SAPIENS
NP_624302.1	0.000152156	MASP1	-10.96809234	1.36E-06	HOMO SAPIENS
NP_001508.1	0.864119719	GTF2H4	0.070824917	0.814745956	HOMO SAPIENS
NP_001258767.1	0.029285507	RSRC1	1.298036847	0.01013873	HOMO SAPIENS
NP_001258924.1	0.024691764	CREB3L3	-2.195934679	0.008078164	HOMO SAPIENS
NP_001269938.1	0.237817544	RTEL1	-0.556620611	0.158718682	HOMO SAPIENS
NP_001289706.1	0.004062858	BPHL	-2.282149071	0.000583693	HOMO SAPIENS
NP_001336874.1	0.000152156	SPTLC3	-10.94464243	1.47E-06	HOMO SAPIENS
NP_002789.1	0.56485586	PSMB6	0.305777564	0.470085277	HOMO SAPIENS
NP_003548.1	0.003484985	PIP5K1A	-2.867329824	0.000459639	HOMO SAPIENS
NP_001129110.1	0.921448416	PIP5K1A	-0.111215541	0.889993349	HOMO SAPIENS
NP_001182662.1	0.800628216	PIP5K1C	-0.158019676	0.733470738	HOMO SAPIENS
NP_037496.4	0.063036332	PNMA3	2.002789535	0.028347938	HOMO SAPIENS
NP_001268662.1	0.187704319	SLC26A6	-0.445129134	0.117725351	HOMO SAPIENS
NP_001268661.1	0.951198612	SLC26A6	-0.163883071	0.92896146	HOMO SAPIENS
NP_001015052.1	0.076392492	MPG	-0.818848479	0.036432162	HOMO SAPIENS
NP_056324.2	0.007840221	NECAP1	-1.491911702	0.001563607	HOMO SAPIENS
NP_001304919.1	0.551642346	ZBTB7A	0.31911072	0.456328457	HOMO SAPIENS
NP_055728.1	0.119352698	ADNP2	0.797616661	0.065929402	HOMO SAPIENS
NP_001137457.1	0.180952709	BANF1	1.298393053	0.112228337	HOMO SAPIENS
NP_000358.1	0.01286903	TPMT	-2.359333928	0.003150305	HOMO SAPIENS
NP_001159603.1	0.071877845	EME1	-0.885985601	0.033629093	HOMO SAPIENS
NP_004796.1	0.018943407	POLR2D	1.048225216	0.005587028	HOMO SAPIENS
NP_006561.1	0.420969968	RRAGA	0.366848557	0.325102857	HOMO SAPIENS
NP_006055.3	0.613090458	RRAGB	0.639961741	0.520701598	HOMO SAPIENS
NP_059105.2	0.052404102	HOXC10	1.354766869	0.022112465	HOMO SAPIENS
NP_001287993.1	0.054454943	RRN3	-1.07398074	0.023335703	HOMO SAPIENS
NP_001011699.1	0.173994773	HAUS8	-0.44748845	0.10702362	HOMO SAPIENS
NP_001474.1	0.511847941	NIPSNAP2	-0.219833957	0.415140635	HOMO SAPIENS
NP_001243548.1	0.031891265	R3HCC1L	1.060931138	0.011425819	HOMO SAPIENS
NP_071942.1	0.021177199	MRPS25	-1.414200002	0.006535242	HOMO SAPIENS
NP_612639.2	0.035266323	TAF8	1.252889362	0.013077239	HOMO SAPIENS
NP_004055.1	0.006198573	CDKN1B	3.154081341	0.001112303	HOMO SAPIENS
NP_004571.2	0.289539261	RAB27A	0.754644766	0.204389982	HOMO SAPIENS
NP_004154.2	0.024692792	RAB27B	-2.083207037	0.008086687	HOMO SAPIENS
NP_000104.1	0.185638319	TOR1A	0.716755155	0.116134085	HOMO SAPIENS
NP_001078816.1	0.104046272	TOR2A	1.766181815	0.054758197	HOMO SAPIENS
NP_001035754.1	0.143102835	PPAN-P2RY11	1.126347751	0.083241545	HOMO SAPIENS
NP_001155879.1	0.048889394	CLK1	1.397929749	0.02027417	HOMO SAPIENS
NP_065717.1	0.031770764	CLK4	2.413319257	0.011356956	HOMO SAPIENS
NP_001265546.1	0.000752513	BUB1	-5.692589057	4.09E-05	HOMO SAPIENS
NP_064547.2	0.002706065	DHX33	-3.312437388	0.000311706	HOMO SAPIENS
NP_006600.3	0.001009191	MAP3K2	2.439810988	6.67E-05	HOMO SAPIENS
NP_006490.3	0.321205829	LGALS8	-0.454046675	0.233399015	HOMO SAPIENS
NP_775106.2	0.066191911	LIN9	-1.267494665	0.030310772	HOMO SAPIENS
NP_001257338.1	0.158487896	LIN9	-3.320887722	0.095170854	HOMO SAPIENS
NP_443077.1	0.016757373	MMAB	-2.112014169	0.004691828	HOMO SAPIENS
NP_115569.2	0.232332411	RNASEH2C	0.470008078	0.154334937	HOMO SAPIENS
NP_036373.1	0.018731279	SIRT5	2.180965193	0.005493209	HOMO SAPIENS
NP_002349.1	0.001154435	MAD2L1	-3.143183622	8.09E-05	HOMO SAPIENS
NP_065397.3	0.010830892	KAT14	-1.581184769	0.002480349	HOMO SAPIENS
NP_001139400.1	0.121669545	SAP130	1.011428681	0.06767563	HOMO SAPIENS
NP_060182.1	0.092513452	PGPEP1	1.1577425	0.046873145	HOMO SAPIENS
NP_061139.2	0.159172129	WDR4	-0.548495117	0.095741541	HOMO SAPIENS
NP_001310473.1	0.631435572	GALNS	0.365354084	0.540316583	HOMO SAPIENS
NP_001159968.1	0.075438889	SLC16A1	2.274487228	0.035770813	HOMO SAPIENS
NP_001012.1	0.268922859	RPS17	-0.670290004	0.185666461	HOMO SAPIENS
NP_065747.1	0.142692346	KIAA1143	-1.147393138	0.082950671	HOMO SAPIENS
NP_001240781.1	0.220444526	AP4B1	0.652449111	0.144669236	HOMO SAPIENS
NP_777553.1	0.01154793	C17orf49	1.934719743	0.002720446	HOMO SAPIENS
NP_001136271.1	0.082590913	C17orf49	-1.273011616	0.04037577	HOMO SAPIENS
NP_001287729.1	0.844990908	NAA40	-0.079226305	0.789276385	HOMO SAPIENS
NP_001337031.1	0.198744168	AGAP3	-0.691976698	0.126600543	HOMO SAPIENS
NP_001032208.1	0.210948089	AGAP1	-1.404496882	0.136838999	HOMO SAPIENS
NP_006734.1	0.35200405	RBM3	-0.429769721	0.260982923	HOMO SAPIENS
NP_004427.1	0.977901283	ENSA	-0.011026192	0.968529283	HOMO SAPIENS
NP_001293120.1	0.926006045	ARPP19	-0.047831369	0.895494162	HOMO SAPIENS
NP_001163.1	0.123378393	ARG2	-1.16881935	0.068880776	HOMO SAPIENS
NP_001316682.1	0.709141953	FAM136A	-0.220637971	0.627910377	HOMO SAPIENS
NP_006336.3	0.763237623	SLC30A9	0.202043633	0.689015175	HOMO SAPIENS
NP_068766.1	0.695577549	SRR	0.176565518	0.612217443	HOMO SAPIENS
NP_149017.2	0.128417601	BBS4	-1.456659676	0.072767785	HOMO SAPIENS
NP_000301.1	0.088198934	PPT1	-0.817150972	0.044027014	HOMO SAPIENS
NP_073617.1	0.060833909	RMND5A	-1.706607768	0.026974364	HOMO SAPIENS
NP_066011.2	0.044836717	GPR107	0.871767462	0.018113117	HOMO SAPIENS
NP_001316168.1	0.000290547	TFPI	-10.50919797	6.70E-06	HOMO SAPIENS
NP_001258395.1	0.034284922	ARMC9	2.207998284	0.012551787	HOMO SAPIENS
NP_056227.2	0.570883459	NEPRO	-0.261554518	0.476882568	HOMO SAPIENS
NP_001187.1	0.280890957	BID	0.394392794	0.196175039	HOMO SAPIENS
NP_932070.1	0.014179752	BID	2.094008617	0.00366142	HOMO SAPIENS
NP_005496.4	0.003345723	SCARB1	2.396583194	0.0004323	HOMO SAPIENS
NP_056338.2	0.0093679	REXO2	-3.797914046	0.00203251	HOMO SAPIENS
NP_001186102.1	0.577239194	MLST8	0.311185363	0.482876708	HOMO SAPIENS
NP_660215.1	0.00074337	TRIM11	-3.166363763	3.90E-05	HOMO SAPIENS
NP_008925.1	0.894287972	BTN3A3	0.144232614	0.854618024	HOMO SAPIENS
NP_003711.1	0.009212142	PSMG1	-1.700073273	0.00198005	HOMO SAPIENS
NP_060379.2	0.099527278	RMND1	-0.660779572	0.051634999	HOMO SAPIENS
NP_001136065.1	0.000841071	ITPK1	3.069906378	4.97E-05	HOMO SAPIENS
NP_001171869.1	0.12997443	FAM219A	0.757335248	0.073979605	HOMO SAPIENS
NP_006223.2	0.22840166	POLR2H	-0.522443145	0.151100331	HOMO SAPIENS
NP_067652.1	0.176420504	GPBP1L1	-0.545346417	0.108820609	HOMO SAPIENS
NP_001258867.1	0.005323691	MEGF8	3.920500598	0.000874648	HOMO SAPIENS
NP_055763.1	0.053793624	UBOX5	1.302105083	0.022968837	HOMO SAPIENS
NP_060755.1	0.649451319	IMP3	-0.222349652	0.560474829	HOMO SAPIENS
NP_006375.2	0.000500094	CIB1	4.254750757	1.88E-05	HOMO SAPIENS
NP_001004051.1	0.158079984	GPRASP2	-0.875000029	0.094824905	HOMO SAPIENS
NP_001231931.1	0.001548455	NFIC	4.387337808	0.000124926	HOMO SAPIENS
NP_001128145.1	0.950502368	NFIA	0.051656661	0.928032478	HOMO SAPIENS
NP_001257972.1	0.246536339	NFIX	-2.716499735	0.165797713	HOMO SAPIENS
NP_005169.2	0.003221136	BCL3	5.582778316	0.000407063	HOMO SAPIENS
NP_659486.2	0.493688935	UBLCP1	-0.363606317	0.397272719	HOMO SAPIENS
NP_061326.1	0.055944713	NDUFA12	-1.024311759	0.024198795	HOMO SAPIENS
NP_065186.3	0.000373584	ATP10D	-4.216005896	1.15E-05	HOMO SAPIENS
NP_004205.2	0.019608091	FIBP	-1.252165588	0.005883157	HOMO SAPIENS
NP_001073998.2	0.918510508	WIPF3	-0.043253181	0.885898187	HOMO SAPIENS
NP_001305450.1	0.001011171	CENPI	-3.857518524	6.69E-05	HOMO SAPIENS
NP_036477.2	0.017855888	NUFIP1	-2.662827662	0.005130553	HOMO SAPIENS
NP_001654.1	0.061828693	ARF6	1.232286467	0.027590405	HOMO SAPIENS
NP_000980.1	0.018943407	RPL30	-1.266388925	0.005588271	HOMO SAPIENS
NP_001180499.1	0.00284678	CSRP1	1.943933029	0.00033597	HOMO SAPIENS
NP_835368.1	0.004260715	FUT8	2.699870637	0.000629484	HOMO SAPIENS
NP_001275.1	0.603516349	AP3S1	0.272516632	0.510697341	HOMO SAPIENS
NP_060357.1	0.494129948	C1orf123	0.329283334	0.397883753	HOMO SAPIENS
NP_689813.2	0.012648748	ZNF579	3.494548621	0.003076754	HOMO SAPIENS
NP_001157289.1	0.018957606	DHCR7	-1.917089725	0.00559592	HOMO SAPIENS
NP_002786.2	0.432288079	PSMB3	-0.471160749	0.336131996	HOMO SAPIENS
NP_710156.3	0.944593206	C2orf69	-0.040198807	0.920366235	HOMO SAPIENS
NP_001139647.1	0.10837845	ZNF414	1.112858695	0.057928459	HOMO SAPIENS
NP_001137295.1	0.193684802	ZBTB14	0.773751077	0.122440757	HOMO SAPIENS
NP_000080.2	0.238962535	COL1A2	0.698398978	0.159591901	HOMO SAPIENS
NP_001338707.1	0.243357761	TCF3	-0.630637268	0.163171423	HOMO SAPIENS
NP_054885.1	0.201085801	MED4	-0.613896281	0.128600142	HOMO SAPIENS
NP_056518.2	0.734910068	RRP7A	-0.217554228	0.657032139	HOMO SAPIENS
NP_004291.1	0.035048037	ACP1	-1.222874262	0.012949475	HOMO SAPIENS
NP_009030.1	0.71154392	ACP1	0.382543641	0.63049182	HOMO SAPIENS
NP_001311239.1	0.067946691	FAM20B	-0.886861514	0.031362397	HOMO SAPIENS
NP_061907.2	0.074842371	RHOF	1.014061649	0.035446975	HOMO SAPIENS
NP_009148.2	0.336597483	PDCD10	0.457994743	0.246948756	HOMO SAPIENS
NP_056098.1	0.102655617	DPY19L1	1.01251031	0.053735849	HOMO SAPIENS
NP_776173.3	0.035266323	DPY19L2	-3.832878047	0.013073438	HOMO SAPIENS
NP_078922.1	0.115346603	ZYG11B	-0.804830647	0.062923215	HOMO SAPIENS
NP_001313340.1	0.008406641	PISD	-2.205947494	0.001733352	HOMO SAPIENS
NP_001350079.1	0.052806781	TBC1D31	1.035353275	0.022388417	HOMO SAPIENS
NP_003339.1	0.188696818	UBE2N	-0.693287727	0.11847804	HOMO SAPIENS
NP_001128573.1	0.056672389	CRELD2	-1.011657358	0.024580795	HOMO SAPIENS
NP_000496.2	0.038240097	F12	-2.186272317	0.014627989	HOMO SAPIENS
NP_852615.1	0.004554772	MRPL21	-2.759141273	0.000698432	HOMO SAPIENS
NP_001305655.1	0.003924056	ZNF532	3.121514477	0.000550858	HOMO SAPIENS
NP_001020018.1	0.000140232	TGFBR2	-8.941676198	9.60E-07	HOMO SAPIENS
NP_620149.2	0.193196604	LYPLAL1	-0.616604546	0.121988175	HOMO SAPIENS
NP_116245.2	0.372154081	WDR73	-0.482505515	0.280576188	HOMO SAPIENS
NP_001278967.1	0.861219537	MAN2B2	-0.087232256	0.810541729	HOMO SAPIENS
NP_001268694.1	0.00067987	EPHA5	-4.33638568	3.29E-05	HOMO SAPIENS
